GeneName	MeanOverall	DispOverall	Disp1	Disp2	DispFC	DispLog2FC	ProbDiffDisp	ResultDiffDisp
RAD54L2	0.156	0.298	0.303	0.291	0.977	-0.033	0.477	NoDiff
RAF1	0.584	0.136	0.125	0.151	0.799	-0.323	0.417	NoDiff
RALB	0.322	0.207	0.227	0.179	1.326	0.408	0.447	NoDiff
RALGPS2	0.199	4.529	2.267	7.755	0.293	-1.769	1	ExcludedFromTesting
RAMP1	0.049	15.998	24.711	3.574	6.857	2.778	0.985	ExcludedFromTesting
RANBP2	0.325	0.235	0.26	0.2	1.272	0.347	0.457	NoDiff
RAP1A	3.016	0.2	0.248	0.131	1.897	0.924	0.99	GM12878+
RAP1GAP	0.002	43.051	29.846	61.88	0.511	-0.968	0.774	NoDiff
RAP1GDS1	0.248	0.224	0.302	0.112	2.408	1.268	0.844	NoDiff
RAP2B	0.255	0.43	0.594	0.196	2.829	1.5	0.935	NoDiff
RAPH1	0.002	10.132	10.789	9.195	1.098	0.135	0.854	ExcludedFromTesting
RARRES1	0.002	33.559	25.444	45.13	0.623	-0.682	0.784	NoDiff
RASA2	0.125	0.546	0.441	0.695	0.637	-0.651	0.658	NoDiff
RASAL2	0.002	12.362	12.315	12.429	0.883	-0.179	0.844	NoDiff
RASGEF1B	0.005	28.49	44.221	6.06	6.678	2.74	0.96	GM12878+
RASGRP3	1.653	0.56	0.551	0.573	0.95	-0.075	0.005	NoDiff
RASL11B	0.002	16.41	17.885	14.307	0.872	-0.197	0.849	NoDiff
RASSF1	0.223	0.368	0.441	0.263	1.653	0.725	0.643	NoDiff
RASSF1-AS1	0.038	0.587	0.693	0.436	1.738	0.798	0.764	NoDiff
RASSF5	0.559	0.133	0.122	0.148	0.858	-0.222	0.357	NoDiff
RASSF6	0.123	22.029	27.268	14.559	1.907	0.931	0.94	ExcludedFromTesting
RBBP4	1.025	0.092	0.106	0.072	1.44	0.526	0.492	NoDiff
RBBP5	0.152	0.22	0.295	0.114	2.429	1.28	0.804	NoDiff
RBKS	0.051	0.874	0.639	1.208	0.588	-0.766	0.653	NoDiff
RBM15	0.094	0.329	0.337	0.318	1.095	0.13	0.658	NoDiff
RBM15B	0.428	0.095	0.105	0.081	1.25	0.322	0.583	NoDiff
RBM34	0.072	0.254	0.232	0.285	0.85	-0.234	0.709	NoDiff
RBM43	0.069	0.575	0.216	1.087	0.193	-2.371	0.915	NoDiff
RBM44	0.005	10.209	13.159	6.003	2.365	1.242	0.859	NoDiff
RBM45	0.141	0.193	0.151	0.253	0.61	-0.712	0.668	NoDiff
RBM47	0.545	0.318	0.317	0.32	0.964	-0.053	0.111	ExcludedFromTesting
RBM5	0.493	0.105	0.082	0.139	0.59	-0.762	0.623	NoDiff
RBM5-AS1	0.003	14.697	8.746	23.182	0.543	-0.881	0.744	NoDiff
RBM6	0.771	0.116	0.129	0.097	1.291	0.369	0.422	NoDiff
RBM8A	3.049	0.087	0.092	0.08	1.149	0.201	0.03	NoDiff
RBMS1	0.021	5.201	5.38	4.945	1.077	0.107	0.588	NoDiff
RBMS3	0.009	8.784	1.935	18.552	0.133	-2.914	0.96	ExcludedFromTesting
RBMXL1	0.118	0.233	0.31	0.123	2.544	1.347	0.799	NoDiff
RBP1	0.008	20.039	8.713	36.188	0.247	-2.019	0.879	ExcludedFromTesting
RBP7	0.001	18.36	21.855	13.377	2.258	1.175	0.874	ExcludedFromTesting
RBPJ	0.749	0.194	0.182	0.21	0.862	-0.214	0.156	NoDiff
RBSN	0.076	0.175	0.233	0.092	2.551	1.351	0.889	NoDiff
RC3H1	0.109	0.209	0.239	0.166	1.434	0.52	0.744	NoDiff
RCAN3	0.024	3.517	5.13	1.218	3.9	1.963	0.915	NoDiff
RCC1	0.37	0.226	0.224	0.229	1.011	0.015	0.302	ExcludedFromTesting
RCC2	0.308	0.282	0.356	0.176	2.004	1.003	0.769	NoDiff
RCHY1	0.403	0.063	0.074	0.048	1.522	0.606	0.688	NoDiff
RCOR3	0.161	0.129	0.083	0.194	0.517	-0.952	0.779	NoDiff
RCSD1	1.509	0.377	0.438	0.289	1.515	0.599	0.563	NoDiff
RDH14	0.594	0.056	0.056	0.057	1.092	0.126	0.668	NoDiff
REEP1	0.008	4.326	6.088	1.813	2.724	1.446	0.814	NoDiff
REL	1.705	1.129	1.304	0.881	1.484	0.57	0.427	ExcludedFromTesting
RELL1	0.016	0.827	0.776	0.901	0.708	-0.498	0.789	NoDiff
RER1	2.853	0.058	0.066	0.046	1.403	0.489	0.442	NoDiff
RERE	0.286	0.143	0.158	0.123	1.273	0.348	0.628	NoDiff
REST	0.744	0.25	0.337	0.125	2.775	1.473	1	GM12878+
RETSAT	0.106	0.265	0.235	0.307	0.891	-0.167	0.678	NoDiff
REV1	0.218	0.253	0.317	0.163	1.952	0.965	0.739	NoDiff
RFC1	0.794	0.296	0.307	0.281	1.098	0.135	0.07	NoDiff
RFC4	0.178	0.436	0.282	0.654	0.425	-1.235	0.809	NoDiff
RFT1	0.284	0.236	0.367	0.048	7.104	2.829	0.985	GM12878+
RFTN1	0.918	0.932	1.214	0.528	2.284	1.192	1	ExcludedFromTesting
RFWD2	0.32	0.103	0.109	0.094	1.183	0.242	0.643	NoDiff
RFX5	0.566	0.087	0.112	0.052	2.262	1.178	0.734	NoDiff
RGL1	0.08	0.66	0.752	0.529	1.488	0.573	0.598	NoDiff
RGPD5	0.007	4.645	6.459	2.059	3.89	1.96	0.894	NoDiff
RGPD8	0.003	11.079	7.523	16.149	0.501	-0.997	0.824	NoDiff
RGS1	0.9	10.018	11.136	8.424	1.331	0.412	0.01	NoDiff
RGS12	0.01	42.672	57.675	21.28	2.564	1.358	0.769	NoDiff
RGS13	0.032	142.282	190.411	73.655	2.587	1.371	0.965	GM12878+
RGS16	0.68	5.463	5.97	4.74	1.253	0.325	0	NoDiff
RGS2	0.04	71.745	60.572	87.677	0.673	-0.571	0.487	NoDiff
RGS5	0.016	3.29	4.487	1.583	2.797	1.484	0.799	NoDiff
RGS5.1	0.03	1.093	0.599	1.797	0.33	-1.6	0.854	NoDiff
RHBDD1	0.145	0.22	0.167	0.296	0.576	-0.796	0.714	NoDiff
RHBDL2	0.002	16.817	12.955	22.323	0.487	-1.037	0.759	NoDiff
RHBG	0.007	451.177	342.783	605.734	0.573	-0.802	0.663	NoDiff
RHCE	0.006	11.165	13.94	7.209	1.703	0.768	0.794	NoDiff
RHOA	4.824	0.05	0.046	0.056	0.842	-0.248	0.085	NoDiff
RHOB	0.089	3.883	5.684	1.315	4.362	2.125	1	GM12878+
RHOC	3.929	0.243	0.3	0.162	1.851	0.888	1	GM12878+
RHOH	1.88	0.554	0.645	0.425	1.509	0.594	0.543	NoDiff
RHOQ	0.677	0.938	0.839	1.08	0.766	-0.384	0.106	ExcludedFromTesting
RHOU	0.006	20.178	23.055	16.076	1.565	0.646	0.769	ExcludedFromTesting
RIF1	0.25	0.35	0.357	0.339	1.111	0.153	0.342	NoDiff
RIMKLA	0.093	3.136	4.25	1.548	2.734	1.451	0.925	ExcludedFromTesting
RIMS3	0.006	5.922	6.68	4.843	1.482	0.567	0.814	NoDiff
RIT1	0.215	0.367	0.152	0.674	0.228	-2.135	0.965	GM18502+
RLF	0.098	0.7	0.959	0.33	2.688	1.426	0.864	NoDiff
RMDN2	0.045	1.301	2.009	0.293	6.451	2.689	0.955	GM12878+
RMND5A	0.247	0.145	0.095	0.216	0.437	-1.195	0.749	NoDiff
RN7SL832P	0.037	0.906	1.109	0.616	1.907	0.931	0.739	NoDiff
RNASEH1	0.953	0.124	0.137	0.106	1.287	0.364	0.332	NoDiff
RNASEH1-AS1	0.203	0.431	0.46	0.389	1.227	0.296	0.362	NoDiff
RNASEL	0.035	0.626	0.414	0.93	0.468	-1.096	0.799	NoDiff
RNF103	0.192	2.366	2.179	2.633	0.819	-0.288	0.151	ExcludedFromTesting
RNF11	0.403	0.059	0.04	0.086	0.53	-0.915	0.759	NoDiff
RNF115	0.778	0.054	0.066	0.037	1.738	0.797	0.663	NoDiff
RNF123	0.056	0.198	0.225	0.159	1.145	0.196	0.759	NoDiff
RNF13	0.536	0.29	0.345	0.211	1.56	0.642	0.573	NoDiff
RNF144A	0.019	1.646	1.481	1.882	0.74	-0.435	0.693	NoDiff
RNF149	0.297	0.304	0.273	0.349	0.773	-0.371	0.543	NoDiff
RNF168	0.558	0.505	0.544	0.45	1.224	0.292	0.101	NoDiff
RNF181	2.677	0.129	0.159	0.085	1.863	0.898	0.95	NoDiff
RNF187	0.293	0.25	0.269	0.223	1.3	0.378	0.528	NoDiff
RNF19B	0.045	1.078	1.021	1.158	0.876	-0.19	0.563	NoDiff
RNF2	0.164	0.215	0.211	0.221	0.96	-0.058	0.673	NoDiff
RNF207	0.085	0.658	0.497	0.888	0.516	-0.954	0.623	NoDiff
RNF220	0.306	0.136	0.178	0.076	2.38	1.251	0.769	NoDiff
RNF223	0.003	329	538.112	30.828	13.922	3.799	0.894	NoDiff
RNF25	0.111	0.153	0.126	0.192	0.657	-0.607	0.719	NoDiff
RNF4	0.449	0.055	0.028	0.093	0.343	-1.545	0.884	NoDiff
RNF7	3.49	0.039	0.043	0.033	1.35	0.433	0.347	NoDiff
RNPC3	0.179	0.262	0.345	0.144	2.229	1.157	0.774	NoDiff
RNPEP	0.49	0.241	0.279	0.188	1.522	0.606	0.528	NoDiff
RNPEPL1	0.239	0.158	0.18	0.128	1.485	0.571	0.709	NoDiff
RNU11	0.002	11.953	16.6	5.328	4.797	2.262	0.894	ExcludedFromTesting
ROBO1	0.026	17.363	12.111	24.853	0.495	-1.014	0.724	ExcludedFromTesting
ROCK2	0.147	0.317	0.308	0.33	0.969	-0.046	0.513	NoDiff
RP1-118J21.25	0.005	8.79	6.243	12.421	0.528	-0.92	0.859	NoDiff
RP1-120G22.11	0.004	8.542	9.327	7.422	1.559	0.64	0.854	NoDiff
RP1-140A9.1	0.006	7.196	3.474	12.504	0.239	-2.064	0.905	NoDiff
RP1-150O5.3	0.004	11.969	14.619	8.19	1.637	0.711	0.819	NoDiff
RP1-159A19.4	0.002	16.524	18.087	14.297	1.16	0.214	0.799	NoDiff
RP1-178F15.4	0.016	2.341	1.703	3.251	0.575	-0.798	0.764	ExcludedFromTesting
RP1-187B23.1	0.007	11.049	16.912	2.691	6.541	2.709	0.92	NoDiff
RP1-202O8.3	0.008	6.965	10.254	2.275	4.158	2.056	0.879	NoDiff
RP1-206D15.6	0.002	9.347	9.46	9.185	0.718	-0.478	0.804	ExcludedFromTesting
RP1-212P9.3	0.002	20.264	17.099	24.777	1.336	0.418	0.899	NoDiff
RP1-224A6.3	0.021	0.938	0.979	0.879	0.885	-0.176	0.698	NoDiff
RP1-28O10.1	0.011	17.683	11.064	27.121	0.436	-1.196	0.769	NoDiff
RP1-317E23.3	0.01	2.777	3.253	2.098	1.6	0.678	0.804	NoDiff
RP1-39G22.7	0.141	0.282	0.291	0.27	1.184	0.244	0.668	NoDiff
RP1-43E13.2	0.033	1.736	0.837	3.018	0.3	-1.738	0.854	NoDiff
RP1-92O14.3	0.016	2.419	3.57	0.777	5.209	2.381	0.859	NoDiff
RP11-101E13.5	0.006	4.827	5.613	3.706	1.66	0.732	0.784	NoDiff
RP11-1020A11.2	0.004	10.385	11.302	9.077	1.099	0.136	0.749	NoDiff
RP11-102M11.2	0.003	15.445	17.682	12.256	1.279	0.355	0.829	NoDiff
RP11-105N14.1	0.037	0.631	0.579	0.706	0.901	-0.15	0.698	NoDiff
RP11-107M16.2	0.001	12.705	10.289	16.15	0.695	-0.525	0.789	ExcludedFromTesting
RP11-108M9.3	0.003	40.333	63.269	7.63	10.334	3.369	0.98	ExcludedFromTesting
RP11-108M9.4	0.02	5.3	8.759	0.368	24.076	4.59	1	ExcludedFromTesting
RP11-108M9.6	0.004	11.58	14.946	6.78	2.21	1.144	0.804	NoDiff
RP11-109E24.2	0.003	21.471	26.798	13.875	2.519	1.333	0.784	NoDiff
RP11-109G23.3	0.02	2.283	2.25	2.332	1.008	0.012	0.688	NoDiff
RP11-10C24.1	0.007	6.834	6.396	7.458	0.812	-0.301	0.779	NoDiff
RP11-10C24.2	0.003	19.195	14.4	26.033	0.53	-0.915	0.849	NoDiff
RP11-10C24.3	0.01	2.601	3.602	1.172	3.379	1.757	0.869	NoDiff
RP11-10L12.4	0.062	1.369	0.873	2.077	0.398	-1.327	0.779	ExcludedFromTesting
RP11-10L7.1	0.003	17.246	15.399	19.879	0.718	-0.477	0.814	NoDiff
RP11-111H13.1	0.004	13.239	13.803	12.436	1.179	0.237	0.779	NoDiff
RP11-111J6.2	0.001	8.191	5.339	12.257	0.379	-1.401	0.874	ExcludedFromTesting
RP11-117D22.2	0.115	0.777	0.73	0.843	0.872	-0.198	0.432	ExcludedFromTesting
RP11-1191J2.5	0.023	0.836	0.687	1.049	0.652	-0.618	0.749	NoDiff
RP11-11N7.4	0.003	10.749	8.592	13.825	0.623	-0.682	0.789	NoDiff
RP11-121C2.2	0.007	3.822	4.669	2.614	1.713	0.776	0.819	NoDiff
RP11-126K1.2	0.056	0.824	0.872	0.755	0.944	-0.083	0.658	NoDiff
RP11-126K1.6	0.096	0.561	0.661	0.418	1.47	0.556	0.598	NoDiff
RP11-127B20.2	0.009	4.251	4.591	3.767	1.193	0.254	0.734	NoDiff
RP11-127B20.3	0.047	1.583	0.758	2.761	0.281	-1.831	0.945	NoDiff
RP11-129K12.1	0.002	15.992	16.907	14.688	1.565	0.646	0.824	NoDiff
RP11-12K22.1	0.006	8.537	4.218	14.697	0.162	-2.627	0.899	ExcludedFromTesting
RP11-130L8.1	0.004	8.052	5.837	11.211	0.486	-1.042	0.774	NoDiff
RP11-131L23.1	0.008	3.326	3.505	3.07	1.074	0.104	0.724	NoDiff
RP11-134G8.5	0.051	0.779	0.97	0.506	1.979	0.985	0.754	NoDiff
RP11-134G8.7	0.018	1.271	1.149	1.444	0.823	-0.28	0.668	NoDiff
RP11-135A1.2	0.004	9.196	8.883	9.643	0.822	-0.282	0.764	NoDiff
RP11-1398P2.1	0.007	92.573	153.741	5.353	30.754	4.943	1	GM12878+
RP11-13J8.1	0.004	13.356	10.109	17.986	0.534	-0.906	0.814	NoDiff
RP11-141B14.1	0.091	1.436	1.358	1.545	0.906	-0.142	0.357	NoDiff
RP11-145M9.5	0.002	12.221	12.068	12.44	0.924	-0.114	0.879	NoDiff
RP11-148B18.1	0.008	21.058	22.79	18.589	1.263	0.337	0.508	NoDiff
RP11-14N7.2	0.092	1.198	1.851	0.267	6.758	2.757	0.985	GM12878+
RP11-156E8.1	0.011	2.897	1.583	4.77	0.311	-1.686	0.789	ExcludedFromTesting
RP11-159G9.5	0.024	0.613	0.685	0.511	1.651	0.724	0.799	NoDiff
RP11-15B17.1	0.001	22.101	21.93	22.346	0.82	-0.286	0.789	ExcludedFromTesting
RP11-15I11.3	0.002	17.942	9.996	29.273	0.215	-2.214	0.884	ExcludedFromTesting
RP11-160H22.5	0.037	1.124	1.568	0.491	3.355	1.746	0.874	NoDiff
RP11-168O16.1	0.004	15.663	14.579	17.209	0.703	-0.508	0.789	NoDiff
RP11-16N11.2	0.004	13.445	18.025	6.914	2.297	1.2	0.784	NoDiff
RP11-171I2.2	0.005	6.55	5.826	7.582	0.768	-0.38	0.709	NoDiff
RP11-171I2.4	0.004	8.271	8.067	8.562	0.875	-0.193	0.744	NoDiff
RP11-171I2.5	0.006	5.3	7.099	2.734	2.033	1.023	0.794	NoDiff
RP11-17E13.2	0.005	6.604	5.09	8.764	0.579	-0.788	0.779	NoDiff
RP11-185E8.1	0.012	2.989	4.583	0.717	6.112	2.612	0.92	NoDiff
RP11-188D8.1	0.008	2.637	3.142	1.917	1.581	0.661	0.849	NoDiff
RP11-18H7.1	0.013	4.347	3.995	4.848	0.83	-0.269	0.693	NoDiff
RP11-190C22.8	0.007	2.49	2.727	2.152	1.292	0.37	0.779	NoDiff
RP11-190C22.9	0.005	7.05	8.519	4.955	1.653	0.725	0.749	NoDiff
RP11-191G24.1	0.02	2.171	2.532	1.658	1.637	0.711	0.704	NoDiff
RP11-191L17.1	0.012	6.181	9.5	1.45	6.378	2.673	0.91	NoDiff
RP11-195B17.1	0.005	5.12	4.865	5.484	0.956	-0.065	0.764	NoDiff
RP11-195C7.1	0.004	16.09	16.041	16.159	0.948	-0.078	0.764	NoDiff
RP11-196G18.23	0.013	1.707	1.985	1.31	1.744	0.802	0.809	ExcludedFromTesting
RP11-196G18.24	0.012	2.008	2.507	1.297	2.158	1.11	0.854	NoDiff
RP11-204L24.2	0.016	5.98	7.009	4.511	1.504	0.588	0.698	NoDiff
RP11-206L10.9	0.04	0.967	1.117	0.753	1.561	0.642	0.724	NoDiff
RP11-20I20.4	0.005	7.634	7.619	7.654	1.012	0.017	0.799	NoDiff
RP11-214N9.1	0.037	1.793	1.833	1.737	1.063	0.089	0.508	NoDiff
RP11-219D15.3	0.002	16.214	16.884	15.258	1.227	0.295	0.784	NoDiff
RP11-230B22.1	0.006	1958.673	3323.524	12.548	181.16	7.501	1	GM12878+
RP11-231E6.1	0.004	722.815	19.628	1725.48	0.062	-4.013	0.93	NoDiff
RP11-244H3.4	0.006	4.385	3.717	5.336	0.629	-0.668	0.754	NoDiff
RP11-245G13.2	0.013	4.882	7.599	1.009	11.861	3.568	0.935	ExcludedFromTesting
RP11-245J9.4	0.004	10.125	9.643	10.813	0.746	-0.423	0.734	NoDiff
RP11-245J9.5	0.002	13.122	6.188	23.01	0.465	-1.105	0.849	NoDiff
RP11-245J9.6	0.003	10.231	13.442	5.652	1.947	0.961	0.854	NoDiff
RP11-246A10.1	0.002	15.808	14.262	18.013	0.873	-0.195	0.769	NoDiff
RP11-254F7.2	0.003	9.939	13.699	4.577	3.147	1.654	0.869	ExcludedFromTesting
RP11-254F7.4	0.007	7.463	10.619	2.963	3.137	1.649	0.834	NoDiff
RP11-255E6.6	0.001	46.334	40.732	54.323	0.704	-0.506	0.844	ExcludedFromTesting
RP11-259K5.2	0.007	5.948	8.184	2.76	2.872	1.522	0.839	NoDiff
RP11-259N19.1	0.025	0.999	1.158	0.773	1.583	0.662	0.744	NoDiff
RP11-25O10.2	0.001	27.74	31.602	22.233	1.547	0.63	0.779	ExcludedFromTesting
RP11-260M2.1	0.015	1.905	2.205	1.477	1.475	0.561	0.698	NoDiff
RP11-266J6.2	0.004	15.154	16.072	13.845	1.132	0.179	0.698	NoDiff
RP11-268J15.5	0.004	13.261	17.145	7.722	2.592	1.374	0.839	NoDiff
RP11-269F19.2	0.006	4.973	4.259	5.991	0.631	-0.664	0.719	NoDiff
RP11-276E17.2	0.002	16.991	22.287	9.439	2.234	1.159	0.779	ExcludedFromTesting
RP11-277A4.4	0.003	14.266	16.424	11.189	1.135	0.182	0.734	NoDiff
RP11-277B15.3	0.005	7.449	10.404	3.235	3.428	1.777	0.829	NoDiff
RP11-27K13.3	0.018	9.105	6.467	12.865	0.539	-0.893	0.769	ExcludedFromTesting
RP11-284F21.10	0.027	1.126	1.524	0.557	2.465	1.301	0.764	NoDiff
RP11-284F21.7	0.003	16.718	14.1	20.451	0.791	-0.338	0.829	NoDiff
RP11-284F21.8	0.001	17.556	14.654	21.693	0.222	-2.172	0.834	ExcludedFromTesting
RP11-284F21.9	0.02	2.643	1.047	4.919	0.21	-2.25	0.899	NoDiff
RP11-284N8.3	0.027	0.89	0.848	0.949	0.879	-0.187	0.739	ExcludedFromTesting
RP11-285F7.2	0.02	1.304	1.303	1.306	0.759	-0.398	0.749	NoDiff
RP11-285J16.1	0.003	13.285	12.606	14.254	0.887	-0.173	0.809	NoDiff
RP11-287D1.2	0.009	3.72	4.121	3.15	1.389	0.474	0.774	NoDiff
RP11-288L9.1	0.009	3.2	3.579	2.659	1.222	0.29	0.759	NoDiff
RP11-288L9.4	0.003	23.741	22.051	26.152	0.874	-0.194	0.764	NoDiff
RP11-293A21.1	0.007	6.886	6.464	7.488	0.758	-0.399	0.744	NoDiff
RP11-295G20.2	0.17	0.918	1.089	0.674	1.625	0.7	0.628	ExcludedFromTesting
RP11-296O14.3	0.039	0.92	0.937	0.895	1.012	0.017	0.663	NoDiff
RP11-297K8.2	0.003	12.85	12.243	13.715	0.995	-0.008	0.794	NoDiff
RP11-299J3.8	0.034	1.336	0.675	2.279	0.296	-1.755	0.839	NoDiff
RP11-2H3.6	0.002	15.437	17.3	12.779	1.234	0.304	0.779	NoDiff
RP11-301O19.1	0.041	1.088	0.535	1.876	0.255	-1.97	0.859	ExcludedFromTesting
RP11-302F12.10	0.003	41.144	24.977	64.198	0.359	-1.48	0.854	NoDiff
RP11-305K5.1	0.02	1.8	1.176	2.691	0.501	-0.997	0.804	ExcludedFromTesting
RP11-306I1.2	0.002	15.97	14.359	18.268	0.86	-0.218	0.754	NoDiff
RP11-307C12.11	0.003	13.929	19.723	5.667	3.348	1.743	0.844	NoDiff
RP11-307C12.12	0.035	0.796	0.652	1	0.798	-0.326	0.754	NoDiff
RP11-307C12.13	0.002	19.194	14.689	25.617	0.607	-0.721	0.809	NoDiff
RP11-312B8.1	0.003	11.787	9.012	15.743	0.63	-0.667	0.834	NoDiff
RP11-315I20.1	0.019	2.651	1.19	4.733	0.247	-2.019	0.869	NoDiff
RP11-316O14.1	0.003	11.127	8.767	14.492	0.579	-0.789	0.814	NoDiff
RP11-317P15.4	0.008	3.847	3.94	3.715	1.362	0.446	0.784	NoDiff
RP11-318C24.2	0.002	16.41	13.372	20.742	0.499	-1.004	0.92	NoDiff
RP11-319G6.1	0.017	1.191	1.142	1.261	0.902	-0.149	0.734	NoDiff
RP11-31F15.2	0.008	5.814	7.085	4.002	1.902	0.927	0.809	NoDiff
RP11-320M2.1	0.009	3.064	3.519	2.415	1.484	0.569	0.714	NoDiff
RP11-326G21.1	0.01	3.34	1.659	5.736	0.267	-1.907	0.869	ExcludedFromTesting
RP11-329N22.1	0.012	1.691	1.726	1.641	1.214	0.28	0.769	NoDiff
RP11-332H14.1	0.003	7.485	8.001	6.75	0.979	-0.031	0.729	NoDiff
RP11-332H14.2	0.202	0.134	0.125	0.147	0.924	-0.113	0.623	NoDiff
RP11-334G22.1	0.007	8.234	10.278	5.319	2.324	1.217	0.779	NoDiff
RP11-336K24.12	0.041	1.151	1.006	1.357	0.64	-0.644	0.724	NoDiff
RP11-337C18.8	0.04	0.599	0.787	0.33	2.343	1.229	0.809	NoDiff
RP11-338C15.3	0	12.118	8.388	17.437	0.413	-1.274	0.879	ExcludedFromTesting
RP11-33O4.1	0.006	5.244	3.87	7.203	0.645	-0.633	0.744	NoDiff
RP11-342K6.1	0.012	1.919	1.642	2.314	0.683	-0.55	0.764	NoDiff
RP11-342K6.4	0.005	6.142	4.398	8.628	0.49	-1.029	0.789	NoDiff
RP11-342M1.3	0.018	0.889	1.13	0.545	1.99	0.993	0.724	NoDiff
RP11-343H5.6	0.002	23.649	19.458	29.625	0.754	-0.407	0.844	NoDiff
RP11-345P4.10	0.012	2.849	3.223	2.316	1.407	0.492	0.809	ExcludedFromTesting
RP11-345P4.7	0.005	114.716	137.488	82.246	1.643	0.716	0.779	NoDiff
RP11-345P4.9	0.05	0.414	0.382	0.461	0.886	-0.175	0.653	NoDiff
RP11-347P5.1	0.057	1.247	1.087	1.475	0.743	-0.428	0.683	ExcludedFromTesting
RP11-348P10.2	0.011	2.896	2.312	3.728	0.719	-0.477	0.744	NoDiff
RP11-34P13.7	0.002	13.206	15.631	9.748	1.727	0.788	0.844	NoDiff
RP11-350G8.5	0.007	4.567	5.25	3.593	1.474	0.56	0.754	NoDiff
RP11-353K11.1	0.002	12.431	15.286	8.359	1.131	0.178	0.839	NoDiff
RP11-355B11.2	0.037	0.637	0.515	0.81	0.607	-0.721	0.739	NoDiff
RP11-362K14.5	0.003	12.268	12.221	12.335	0.771	-0.376	0.794	NoDiff
RP11-363D14.1	0.013	3.544	2.96	4.378	0.675	-0.566	0.754	NoDiff
RP11-365H22.2	0.002	17.937	17.911	17.975	1.327	0.408	0.769	NoDiff
RP11-366L5.1	0.003	13.377	14.138	12.291	1.109	0.149	0.739	NoDiff
RP11-367J11.2	0.004	44.606	23.906	74.121	0.323	-1.631	0.824	NoDiff
RP11-367J11.3	0.008	3.271	3.645	2.738	1.282	0.358	0.744	NoDiff
RP11-378A13.2	0.018	5.402	5.474	5.299	1.133	0.18	0.603	NoDiff
RP11-378J18.8	0.005	8.325	10.401	5.365	1.735	0.795	0.698	NoDiff
RP11-378J18.9	0.003	14.56	13.888	15.518	0.947	-0.078	0.714	NoDiff
RP11-379F4.6	0.002	7.886	10.892	3.599	3.951	1.982	0.874	ExcludedFromTesting
RP11-379F4.9	0.004	15.421	18.947	10.393	1.758	0.814	0.809	NoDiff
RP11-379K17.12	0.033	0.487	0.498	0.471	1.085	0.117	0.724	NoDiff
RP11-379K17.4	0.011	1.64	1.656	1.616	0.977	-0.034	0.784	NoDiff
RP11-380O24.1	0.004	10.856	12.003	9.221	1.097	0.134	0.739	NoDiff
RP11-384C4.7	0.002	13.483	14.986	11.34	1.359	0.443	0.744	ExcludedFromTesting
RP11-384F7.1	0.04	1.127	0.869	1.494	0.532	-0.911	0.714	ExcludedFromTesting
RP11-385F5.4	0.002	14.432	15.196	13.341	1.177	0.235	0.789	NoDiff
RP11-385F5.5	0.004	12.98	17.111	7.089	2.421	1.276	0.789	NoDiff
RP11-386I14.4	0.038	1.166	0.709	1.818	0.393	-1.348	0.799	NoDiff
RP11-38C17.1	0.007	4.556	5.55	3.139	1.556	0.638	0.764	NoDiff
RP11-392O17.2	0.01	4.992	3.25	7.475	0.51	-0.971	0.754	NoDiff
RP11-394I13.2	0.005	7.426	7.89	6.764	1.145	0.195	0.704	NoDiff
RP11-395A13.2	0.159	0.159	0.113	0.224	0.544	-0.877	0.734	NoDiff
RP11-396C23.2	0.003	11.314	11.189	11.493	1.248	0.32	0.849	NoDiff
RP11-400N9.1	0.002	20.066	20.181	19.901	1.744	0.803	0.864	NoDiff
RP11-403I13.5	0.002	12.883	12.171	13.899	0.766	-0.384	0.864	NoDiff
RP11-403I13.7	0.005	6.332	5.338	7.75	0.708	-0.499	0.739	NoDiff
RP11-404F10.2	0.016	2.106	1.608	2.816	0.553	-0.855	0.789	NoDiff
RP11-407H12.8	0.028	2.268	2.488	1.955	1.215	0.281	0.603	ExcludedFromTesting
RP11-410E4.1	0.006	7.443	8.76	5.564	1.547	0.629	0.819	NoDiff
RP11-411H5.1	0.001	24.276	10.91	43.333	0.257	-1.962	0.925	ExcludedFromTesting
RP11-415F23.2	0.003	9.91	9.258	10.841	0.835	-0.26	0.789	NoDiff
RP11-415F23.4	0	20.575	20.987	19.988	1.213	0.279	0.829	NoDiff
RP11-418H16.1	0.001	9.966	5.542	16.274	0.406	-1.302	0.849	ExcludedFromTesting
RP11-418J17.1	0.021	0.679	0.908	0.353	2.542	1.346	0.814	NoDiff
RP11-421L21.2	0.008	3.464	3.21	3.827	0.749	-0.417	0.769	NoDiff
RP11-421L21.3	0.206	0.319	0.273	0.386	0.681	-0.554	0.608	ExcludedFromTesting
RP11-422P24.10	0.005	5.84	7.653	3.256	2.607	1.382	0.839	NoDiff
RP11-422P24.11	0.021	1.516	1.301	1.821	0.706	-0.503	0.724	NoDiff
RP11-422P24.12	0.022	0.747	0.974	0.424	2.871	1.521	0.809	NoDiff
RP11-424N24.2	0.006	4.913	6.583	2.53	2.292	1.197	0.829	NoDiff
RP11-42O15.3	0.004	8.652	7.309	10.567	0.579	-0.787	0.779	NoDiff
RP11-430C7.4	0.004	19.379	15.062	25.536	0.577	-0.794	0.779	NoDiff
RP11-430C7.5	0.005	10.354	7.598	14.285	0.578	-0.791	0.769	NoDiff
